 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> October 30, 2024 
 ==================================================================

 Disk File Name = SRIM Outputs\144Ce_58Ni.txt

 Ion = Cerium [58] , Mass = 144 amu

 Target Density =  8.8955E+00 g/cm3 = 9.2360E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Ni     28    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
 325.00 MeV   4.883E+01  1.651E-01   12.78 um     5185 A      6524 A   
 350.00 MeV   4.975E+01  1.553E-01   13.35 um     5261 A      6581 A   
 375.00 MeV   5.061E+01  1.466E-01   13.90 um     5333 A      6634 A   
 400.00 MeV   5.135E+01  1.389E-01   14.45 um     5401 A      6683 A   
 450.00 MeV   5.256E+01  1.258E-01   15.53 um     5633 A      6774 A   
 500.00 MeV   5.345E+01  1.151E-01   16.59 um     5846 A      6856 A   
 550.00 MeV   5.410E+01  1.062E-01   17.63 um     6046 A      6932 A   
 600.00 MeV   5.457E+01  9.866E-02   18.66 um     6234 A      7002 A   
 650.00 MeV   5.488E+01  9.217E-02   19.69 um     6414 A      7068 A   
 700.00 MeV   5.507E+01  8.654E-02   20.71 um     6587 A      7131 A   
 800.00 MeV   5.517E+01  7.723E-02   22.74 um     7210 A      7248 A   
 900.00 MeV   5.500E+01  6.982E-02   24.78 um     7784 A      7358 A   
   1.00 GeV   5.465E+01  6.379E-02   26.83 um     8322 A      7462 A   
   1.10 GeV   5.416E+01  5.877E-02   28.89 um     8835 A      7562 A   
   1.20 GeV   5.359E+01  5.452E-02   30.98 um     9328 A      7659 A   
   1.30 GeV   5.294E+01  5.088E-02   33.08 um     9807 A      7754 A   
   1.40 GeV   5.224E+01  4.772E-02   35.22 um     1.03 um     7848 A   
   1.50 GeV   5.151E+01  4.495E-02   37.38 um     1.07 um     7940 A   
   1.60 GeV   5.075E+01  4.250E-02   39.58 um     1.12 um     8032 A   
   1.70 GeV   4.997E+01  4.032E-02   41.81 um     1.16 um     8124 A   
   1.80 GeV   4.918E+01  3.837E-02   44.08 um     1.21 um     8216 A   
   2.00 GeV   4.760E+01  3.500E-02   48.72 um     1.38 um     8400 A   
   2.25 GeV   4.563E+01  3.158E-02   54.75 um     1.62 um     8635 A   
   2.50 GeV   4.373E+01  2.880E-02   61.04 um     1.85 um     8877 A   
   2.75 GeV   4.191E+01  2.649E-02   67.60 um     2.07 um     9127 A   
   3.00 GeV   4.019E+01  2.455E-02   74.44 um     2.29 um     9388 A   
   3.25 GeV   3.860E+01  2.288E-02   81.58 um     2.51 um     9659 A   
   3.50 GeV   3.714E+01  2.143E-02   89.00 um     2.72 um     9943 A   
   3.75 GeV   3.582E+01  2.017E-02   96.70 um     2.93 um     1.02 um  
   4.00 GeV   3.463E+01  1.905E-02  104.68 um     3.14 um     1.05 um  
   4.50 GeV   3.258E+01  1.717E-02  121.41 um     3.94 um     1.12 um  
   5.00 GeV   3.071E+01  1.564E-02  139.17 um     4.67 um     1.19 um  
   5.50 GeV   2.907E+01  1.437E-02  157.98 um     5.38 um     1.26 um  
   6.00 GeV   2.762E+01  1.331E-02  177.81 um     6.07 um     1.34 um  
   6.50 GeV   2.633E+01  1.239E-02  198.65 um     6.75 um     1.43 um  
   7.00 GeV   2.517E+01  1.160E-02  220.48 um     7.43 um     1.52 um  
   8.00 GeV   2.318E+01  1.030E-02  267.02 um     9.93 um     1.71 um  
   9.00 GeV   2.153E+01  9.272E-03  317.33 um    12.23 um     1.92 um  
  10.00 GeV   2.015E+01  8.439E-03  371.30 um    14.42 um     2.15 um  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  8.8952E+01                 eV / Angstrom 
  8.8952E+02                keV / micron   
  8.8952E+02                MeV / mm       
  1.0000E+00                keV / (ug/cm2) 
  1.0000E+00                MeV / (mg/cm2) 
  1.0000E+03                keV / (mg/cm2) 
  9.6310E+01                 eV / (1E15 atoms/cm2)
  4.8370E-02                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
