 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> September 24, 2024 
 ==================================================================

 Disk File Name = SRIM Outputs\212Ra_120Sn.txt.txt

 Ion = Radium [88] , Mass = 212 amu

 Target Density =  7.2816E+00 g/cm3 = 3.6570E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Sn     50    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  60.00 MeV   1.851E+01  1.288E+00    6.08 um     7205 A      8158 A   
  65.00 MeV   1.972E+01  1.216E+00    6.41 um     7350 A      8421 A   
  70.00 MeV   2.088E+01  1.153E+00    6.72 um     7477 A      8657 A   
  80.00 MeV   2.308E+01  1.047E+00    7.30 um     7710 A      9066 A   
  90.00 MeV   2.511E+01  9.599E-01    7.84 um     7898 A      9408 A   
 100.00 MeV   2.701E+01  8.878E-01    8.34 um     8055 A      9700 A   
 110.00 MeV   2.877E+01  8.267E-01    8.81 um     8187 A      9954 A   
 120.00 MeV   3.040E+01  7.743E-01    9.25 um     8301 A      1.02 um  
 130.00 MeV   3.193E+01  7.287E-01    9.68 um     8401 A      1.04 um  
 140.00 MeV   3.335E+01  6.887E-01   10.09 um     8490 A      1.06 um  
 150.00 MeV   3.469E+01  6.532E-01   10.48 um     8569 A      1.07 um  
 160.00 MeV   3.594E+01  6.216E-01   10.86 um     8641 A      1.09 um  
 170.00 MeV   3.711E+01  5.932E-01   11.22 um     8706 A      1.10 um  
 180.00 MeV   3.822E+01  5.674E-01   11.58 um     8767 A      1.11 um  
 200.00 MeV   4.024E+01  5.227E-01   12.27 um     8900 A      1.13 um  
 225.00 MeV   4.246E+01  4.766E-01   13.08 um     9058 A      1.16 um  
 250.00 MeV   4.440E+01  4.385E-01   13.86 um     9195 A      1.18 um  
 275.00 MeV   4.609E+01  4.066E-01   14.61 um     9317 A      1.20 um  
 300.00 MeV   4.757E+01  3.793E-01   15.33 um     9427 A      1.22 um  
 325.00 MeV   4.887E+01  3.558E-01   16.03 um     9528 A      1.23 um  
 350.00 MeV   5.001E+01  3.352E-01   16.72 um     9622 A      1.24 um  
 375.00 MeV   5.103E+01  3.170E-01   17.39 um     9709 A      1.26 um  
 400.00 MeV   5.192E+01  3.009E-01   18.06 um     9791 A      1.27 um  
 450.00 MeV   5.377E+01  2.734E-01   19.34 um     1.00 um     1.29 um  
 500.00 MeV   5.525E+01  2.509E-01   20.60 um     1.02 um     1.31 um  
 550.00 MeV   5.636E+01  2.321E-01   21.82 um     1.04 um     1.33 um  
 600.00 MeV   5.728E+01  2.160E-01   23.02 um     1.06 um     1.34 um  
 650.00 MeV   5.803E+01  2.022E-01   24.20 um     1.08 um     1.36 um  
 700.00 MeV   5.863E+01  1.902E-01   25.38 um     1.10 um     1.37 um  
 800.00 MeV   5.949E+01  1.702E-01   27.69 um     1.15 um     1.40 um  
 900.00 MeV   6.002E+01  1.543E-01   29.98 um     1.20 um     1.42 um  
   1.00 GeV   6.033E+01  1.413E-01   32.25 um     1.25 um     1.44 um  
   1.10 GeV   6.049E+01  1.304E-01   34.52 um     1.29 um     1.47 um  
   1.20 GeV   6.054E+01  1.212E-01   36.78 um     1.34 um     1.48 um  
   1.30 GeV   6.052E+01  1.133E-01   39.05 um     1.38 um     1.50 um  
   1.40 GeV   6.044E+01  1.064E-01   41.31 um     1.42 um     1.52 um  
   1.50 GeV   6.034E+01  1.003E-01   43.58 um     1.46 um     1.54 um  
   1.60 GeV   6.021E+01  9.498E-02   45.85 um     1.50 um     1.56 um  
   1.70 GeV   6.006E+01  9.020E-02   48.13 um     1.54 um     1.57 um  
   1.80 GeV   5.990E+01  8.591E-02   50.42 um     1.57 um     1.59 um  
   2.00 GeV   5.956E+01  7.852E-02   55.01 um     1.71 um     1.62 um  
   2.25 GeV   5.910E+01  7.099E-02   60.79 um     1.90 um     1.66 um  
   2.50 GeV   5.861E+01  6.484E-02   66.61 um     2.08 um     1.69 um  
   2.75 GeV   5.809E+01  5.974E-02   72.49 um     2.24 um     1.73 um  
   3.00 GeV   5.754E+01  5.542E-02   78.42 um     2.40 um     1.76 um  
   3.25 GeV   5.695E+01  5.171E-02   84.41 um     2.55 um     1.80 um  
   3.50 GeV   5.633E+01  4.850E-02   90.46 um     2.69 um     1.83 um  
   3.75 GeV   5.567E+01  4.568E-02   96.59 um     2.84 um     1.87 um  
   4.00 GeV   5.498E+01  4.319E-02  102.79 um     2.97 um     1.90 um  
   4.50 GeV   5.352E+01  3.899E-02  115.44 um     3.48 um     1.97 um  
   5.00 GeV   5.198E+01  3.557E-02  128.45 um     3.94 um     2.04 um  
   5.50 GeV   5.041E+01  3.273E-02  141.86 um     4.38 um     2.11 um  
   6.00 GeV   4.885E+01  3.033E-02  155.69 um     4.80 um     2.18 um  
   6.50 GeV   4.736E+01  2.827E-02  169.96 um     5.22 um     2.25 um  
   7.00 GeV   4.602E+01  2.649E-02  184.66 um     5.62 um     2.32 um  
   8.00 GeV   4.358E+01  2.356E-02  215.31 um     7.11 um     2.47 um  
   9.00 GeV   4.141E+01  2.124E-02  247.63 um     8.46 um     2.63 um  
  10.00 GeV   3.948E+01  1.935E-02  281.59 um     9.74 um     2.80 um  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  7.2814E+01                 eV / Angstrom 
  7.2814E+02                keV / micron   
  7.2814E+02                MeV / mm       
  1.0000E+00                keV / (ug/cm2) 
  1.0000E+00                MeV / (mg/cm2) 
  1.0000E+03                keV / (mg/cm2) 
  1.9910E+02                 eV / (1E15 atoms/cm2)
  4.8357E-02                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
