 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> November 25, 2022 
 ==================================================================

 Disk File Name = SRIM Outputs\182Hg_Si.txt

 Ion = Mercury [80] , Mass = 182 amu

 Target Density =  2.3212E+00 g/cm3 = 4.9770E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Si     14    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
 120.00 MeV   5.783E+01  8.838E-01   14.28 um     5647 A      6552 A   
 130.00 MeV   6.011E+01  8.300E-01   15.00 um     5774 A      6679 A   
 140.00 MeV   6.224E+01  7.830E-01   15.69 um     5890 A      6793 A   
 150.00 MeV   6.425E+01  7.414E-01   16.37 um     5995 A      6899 A   
 160.00 MeV   6.614E+01  7.044E-01   17.02 um     6093 A      6996 A   
 170.00 MeV   6.792E+01  6.712E-01   17.65 um     6183 A      7086 A   
 180.00 MeV   6.961E+01  6.413E-01   18.27 um     6267 A      7170 A   
 200.00 MeV   7.272E+01  5.894E-01   19.47 um     6531 A      7322 A   
 225.00 MeV   7.616E+01  5.360E-01   20.91 um     6879 A      7490 A   
 250.00 MeV   7.919E+01  4.921E-01   22.28 um     7182 A      7637 A   
 275.00 MeV   8.185E+01  4.554E-01   23.61 um     7453 A      7769 A   
 300.00 MeV   8.421E+01  4.242E-01   24.90 um     7698 A      7889 A   
 325.00 MeV   8.629E+01  3.973E-01   26.16 um     7923 A      7998 A   
 350.00 MeV   8.813E+01  3.738E-01   27.38 um     8132 A      8099 A   
 375.00 MeV   8.981E+01  3.531E-01   28.59 um     8327 A      8193 A   
 400.00 MeV   9.109E+01  3.348E-01   29.78 um     8511 A      8281 A   
 450.00 MeV   9.239E+01  3.036E-01   32.11 um     9160 A      8444 A   
 500.00 MeV   9.374E+01  2.781E-01   34.42 um     9748 A      8592 A   
 550.00 MeV   9.469E+01  2.569E-01   36.70 um     1.03 um     8729 A   
 600.00 MeV   9.534E+01  2.388E-01   38.96 um     1.08 um     8858 A   
 650.00 MeV   9.573E+01  2.233E-01   41.21 um     1.13 um     8979 A   
 700.00 MeV   9.593E+01  2.098E-01   43.45 um     1.17 um     9095 A   
 800.00 MeV   9.588E+01  1.874E-01   47.93 um     1.34 um     9313 A   
 900.00 MeV   9.542E+01  1.696E-01   52.43 um     1.48 um     9518 A   
   1.00 GeV   9.470E+01  1.551E-01   56.95 um     1.62 um     9713 A   
   1.10 GeV   9.382E+01  1.430E-01   61.51 um     1.74 um     9900 A   
   1.20 GeV   9.284E+01  1.327E-01   66.12 um     1.86 um     1.01 um  
   1.30 GeV   9.181E+01  1.239E-01   70.78 um     1.98 um     1.03 um  
   1.40 GeV   9.076E+01  1.163E-01   75.50 um     2.09 um     1.04 um  
   1.50 GeV   8.970E+01  1.096E-01   80.26 um     2.20 um     1.06 um  
   1.60 GeV   8.866E+01  1.037E-01   85.09 um     2.30 um     1.08 um  
   1.70 GeV   8.763E+01  9.841E-02   89.97 um     2.40 um     1.10 um  
   1.80 GeV   8.663E+01  9.367E-02   94.91 um     2.50 um     1.11 um  
   2.00 GeV   8.471E+01  8.552E-02  104.96 um     2.88 um     1.15 um  
   2.25 GeV   8.247E+01  7.722E-02  117.83 um     3.41 um     1.19 um  
   2.50 GeV   8.041E+01  7.047E-02  131.05 um     3.89 um     1.23 um  
   2.75 GeV   7.848E+01  6.486E-02  144.60 um     4.34 um     1.27 um  
   3.00 GeV   7.669E+01  6.012E-02  158.47 um     4.76 um     1.32 um  
   3.25 GeV   7.500E+01  5.606E-02  172.66 um     5.17 um     1.36 um  
   3.50 GeV   7.340E+01  5.254E-02  187.17 um     5.57 um     1.41 um  
   3.75 GeV   7.186E+01  4.946E-02  201.99 um     5.95 um     1.45 um  
   4.00 GeV   7.039E+01  4.674E-02  217.13 um     6.32 um     1.50 um  
   4.50 GeV   6.759E+01  4.215E-02  248.35 um     7.72 um     1.59 um  
   5.00 GeV   6.492E+01  3.842E-02  280.85 um     8.99 um     1.68 um  
   5.50 GeV   6.236E+01  3.532E-02  314.70 um    10.18 um     1.78 um  
   6.00 GeV   5.992E+01  3.271E-02  349.93 um    11.34 um     1.88 um  
   6.50 GeV   5.769E+01  3.048E-02  386.55 um    12.47 um     1.99 um  
   7.00 GeV   5.564E+01  2.854E-02  424.56 um    13.58 um     2.10 um  
   8.00 GeV   5.201E+01  2.536E-02  504.64 um    17.69 um     2.32 um  
   9.00 GeV   4.889E+01  2.284E-02  590.08 um    21.43 um     2.56 um  
  10.00 GeV   4.618E+01  2.080E-02  680.74 um    24.98 um     2.81 um  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  2.3211E+01                 eV / Angstrom 
  2.3211E+02                keV / micron   
  2.3211E+02                MeV / mm       
  1.0000E+00                keV / (ug/cm2) 
  1.0000E+00                MeV / (mg/cm2) 
  1.0000E+03                keV / (mg/cm2) 
  4.6637E+01                 eV / (1E15 atoms/cm2)
  2.8046E-02                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
